title,url,location,price,property_type,posted_by,description,Extracted_Locality,Clean_Project_Name,Google_Maps_Link,Exact_Price,BHK_List,Cleaned_Area,Price_Per_Sqft,Zone,Score_Area,Score_Price,Score_BHK_Liv,Score_BHK_Inv,Score_Zone_Liv,Score_Zone_Inv,Score_Keywords,Locality_Freq,Score_Locality,Livability_Score,Investment_Score,Recommendation_Score
"3 BHK Independent Builder Floor in Sector 7 HSR Layout, Bangalore",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-7-hsr-layout-bangalore-south-1700-sq-ft-spid-F86472928,"Sector 7 HSR Layout, Bangalore, Bangalore South",₹2.7 Cr,3 BHK Independent Builder Floor,1w ago,Semi furnished 3bhk apt for sale in hsr layout. We have a 3bhk/3t with one large balcony and a utility balcony for sale in hsr layout. Community has only 10 units of 3bhk apts. 1450 sft carpet area 1700 sft sba. Only 2 units per floor. One car park. East facing door. Beautifully semi furnished. Wooden floor across bedrooms and living/dinning area and very well naturally light apt. Bda property ...,HSR Layout,"dependent Builder Floor Sector 7 HSR Layout, Bangalore",https://www.google.com/maps/search/?api=1&query=3+BHK+Independent+Builder+Floor+Sector+7+HSR+Layout+Bangalore,27000000,[3],1700,15882,South,1.79603912570946,3.47596628986275,9,9,9.2,8.2,3,11,0.840336134453782,53.7,55.2,54.4
"2 BHK Flat in Tavarekere, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-prestige-st-johns-wood-tavarekere-bangalore-south-1290-sq-ft-spid-I85754182,Prestige St Johns Wood,₹2 Cr,2 BHK Flat,1mo ago,"Very near to nexus mall, christ college and indiqube it company",Tavarekere,"Tavarekere, Bangalore",https://www.google.com/maps/search/?api=1&query=Prestige+St+Johns+Wood+Tavarekere+Bangalore,20000000,[2],1290,15504,West,0.805820553073301,3.69128281369709,7,8,6.8,7.4,0,1,0,37.6,47.1,42.4
"3 BHK Flat in Bellandur, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bren-paddington-bellandur-bangalore-east-1536-sq-ft-r1-spid-H81794488,Bren Paddington,₹3.2 Cr,3 BHK Flat,2mo ago,"Check out this 3 bhk apartment for sale in bren paddington, a popular residential project that houses in-Demand flats in bellandur, bangalore east. The flat is north-Facing. The floor plan additionally contains 3 bedroom(s), 3 bathrooms, 1 balcony & 1 private terrace. All in all, the unit has 1200+ sqft of carpet area in which the 3bhk part is situated and an attached private terrace of 750 sqf...",Bellandur,"Bellandur, Bangalore",https://www.google.com/maps/search/?api=1&query=Bren+Paddington+Bellandur+Bangalore,32000000,[3],1536,20833,East,1.39995169665499,0.655775523979592,9,9,7.5,9.5,0.5,10,0.756302521008403,43.6,50,46.8
"2 BHK Flat in Sarjapura Attibele Road, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shriram-smrithi-sarjapura-attibele-road-bangalore-south-1395-sq-ft-spid-R82459398,Shriram Smrithi,₹76 Lac,2 BHK Flat,,"Shriram smrithi is a residential project by shriram properties, located on sarjapur-Attibele road, bangalore. Spread over 21 acres, it comprises 1,280 units across 27 buildings. Amenities include a swimming pool, gym, clubhouse, landscaped gardens, jogging track, sports courts, amphitheater, and children's play area. The project ensures 24/7 security, power backup, and rainwater harvesting. Str...",Attibele,"Sarjapura Attibele Road, Bangalore",https://www.google.com/maps/search/?api=1&query=Shriram+Smrithi+Sarjapura+Attibele+Road+Bangalore,7600000,[2],1395,5448,South,1.05941311435817,9.41938589221073,7,8,9.2,8.2,2,5,0.336134453781513,51,66.8,58.9
"3 BHK Flat in Tumkur Road, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-prestige-jindal-city-tumkur-road-bangalore-west-1373-sq-ft-spid-Q85550790,Prestige Jindal City,₹2 Cr,3 BHK Flat,1mo ago,"Located in the popular residential address of tumkur road, bangalore west, prestige jindal city is one of the most preferred destination for apartments in bangalore west. This 3 bhk flat is your ticket to be a part of this community. The flat is over 1373 sq.Ft. Super built up area and comes with 3 bedroom(s), 2 bathrooms and 1 balcony. The property is located on the 14th floor of a 30 floors t...",Tumkur Road,"Tumkur Road, Bangalore",https://www.google.com/maps/search/?api=1&query=Prestige+Jindal+City+Tumkur+Road+Bangalore,20000000,[3],1373,14567,North,1.00627943485086,4.22501715981556,9,9,8,9.3,1.5,7,0.504201680672269,47.7,58.9,53.3
"4 BHK Flat in Thanisandra Main Road, Bangalore North",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-purva-atmosphere-thanisandra-main-road-bangalore-north-2426-sq-ft-spid-H86367240,Purva Atmosphere,₹3.99 Cr,4 BHK Flat,,4 bhk for resale at reasonable price the seller is shifting to abroad thats the main to sell this unit or else its a fabulous unit with 100% vastu and luckiest unit for seller,Thanisandra,"Thanisandra Ma Road, Bangalore North",https://www.google.com/maps/search/?api=1&query=Purva+Atmosphere+Thanisandra+Main+Road+Bangalore,39900000,[4],2426,16447,North,3.54945054945055,3.15413074497808,10,6,8,9.3,0,42,3.4453781512605,56.6,54.6,55.6
"3 BHK Flat in Thubarahalli, Whitefield",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-saranya-soham-thubarahalli-bangalore-east-1645-sq-ft-spid-L86009066,Saranya Soham,₹1.85 Cr,3 BHK Flat,3w ago,"Beautifully maintained 3 bhk apartment in excellent condition, located in the prime residential area of marathahalli. The home features spacious bedrooms, quality interiors, wardrobes, a modular kitchen, and ample natural light with good ventilation. Conveniently situated near it hubs, schools, shopping centers, and major transport links",Thubarahalli,"Thubarahalli, Whitefield",https://www.google.com/maps/search/?api=1&query=Saranya+Soham+Thubarahalli+Whitefield+Bangalore,18500000,[3],1645,11246,East,1.66320492694119,6.11672661921728,9,9,7.5,9.5,2,2,0.0840336134453781,51.4,64.2,57.8
"2 BHK Flat in Nimbekaipura, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-aratt-cityscapes-nimbekaipura-bangalore-east-1461-sq-ft-spid-Q84545316,Aratt Cityscapes,₹1.25 Cr,2 BHK Flat,1mo ago,"A very spacious, fully furnished 2bhk apartment (Palmgrove tower b) with three balconies (Internal facing, no disturbances), separate living and dining areas, and an east-Facing entrance. The home features a large, aesthetically designed modular kitchen, wardrobes with dressing and lofts in both bedrooms, and geysers in both bathrooms. It comes with covered car parking and is in ready-To-Move-I...",Nimbekaipura,"Nimbekaipura, Bangalore",https://www.google.com/maps/search/?api=1&query=Aratt+Cityscapes+Nimbekaipura+Bangalore,12500000,[2],1461,8556,East,1.21881415288009,7.64900558512835,7,8,7.5,9.5,1.5,2,0.0840336134453781,45.9,66,56
"Residential land / Plot in Whitefield, Bangalore",https://www.99acres.com/residential-land-plot-for-sale-in-whitefield-bangalore-east-622-sq-yard-spid-R85281500,"Whitefield, Bangalore, Bangalore East",₹4 Cr,Residential land / Plot,Dealer·2mo ago,Very good propertry higjh return on investmnent good property to invest,Whitefield,"Residential land / Plot Whitefield, Bangalore",https://www.google.com/maps/search/?api=1&query=Residential+Plot+Whitefield+Bangalore,40000000,[],5600,7143,East,10,8.45387925755673,5,5,7.5,9.5,0,95,7.89915966386555,71,73.7,72.4
"1 BHK Flat in Sarjapur, Bangalore",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-eden-park-at-the-prestige-city-sarjapur-bangalore-east-666-sq-ft-spid-Z84703508,Eden Park at The Prestige City,₹81 Lac,1 BHK Flat,2mo ago,"This beautiful 1 bhk flat in sarjapur, bangalore east is situated in eden park at the prestige city, one of the popular residential society in bangalore east. The flat is over 666 sq.Ft. Super built up area and comes with 1 bedroom(s), 1 bathroom and 1 balcony. The flat has a total of 28 floors and this property is situated on 10th floor.",Sarjapur,"Sarjapur, Bangalore",https://www.google.com/maps/search/?api=1&query=Eden+Park+at+The+Prestige+City+Sarjapur+Bangalore,8100000,[1],666,12162,East,0,5.59495430220073,5,6,7.5,9.5,2,120,10,35.1,73.2,54.2
"4 Bedroom House in Ramagondanahalli, Whitefield",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-adarsh-palm-meadows-ramagondanahalli-bangalore-east-5870-sq-ft-spid-W85746458,Adarsh Palm Meadows,₹11.25 Cr,4 Bedroom House,,"Magnificent plot area: 4,400 sq. Ft.
Built to amaze: 5,780 sq. Ft.! 
Lavish living: 4 bhk + servant room 
Total floors: Basement + ground + 1 elevation 
West facing - Your sunset haven! 
Amazing price: 11.50 cr 
Remarks: Unoccupied with splendid italian marble, includes a lift and is semi-Furnished, ready for your style! 
Note: Full cheque payment ensures simplicity and ease.",Whitefield,"4 Ramagondanahalli, Whitefield",https://www.google.com/maps/search/?api=1&query=Adarsh+Palm+Meadows+Ramagondanahalli+Whitefield+Bangalore,112500000,[4],4400,25568,East,8.31699070160609,0,10,6,7.5,9.5,0,95,7.89915966386555,69.1,54.1,61.6
"3 BHK Flat in Kalkere, Near Horamavu, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kpl-garden-kalkere-bangalore-east-1492-sq-ft-spid-V85115480,KPL Garden,₹97 Lac,3 BHK Flat,1mo ago,"Spacious and well-Maintained 3 bhk apartment available for sale in kpl garden, horamavu. This home is ideal for families looking for comfort, convenience, and a peaceful environment within city limits. Key features: 3 bhk with excellent layout and natural light Gated community with 24x7 security Amenities: Clubhouse, gym, childrens play area, and power backup Covered parking included Calm resid...",Horamavu,"Kalkere, Near Horamavu, Bangalore",https://www.google.com/maps/search/?api=1&query=KPL+Garden+Kalkere+Horamavu+Bangalore,9700000,[3],1492,6501,North,1.29368433764038,8.81957557581506,9,9,8,9.3,6.5,13,1.00840336134454,58.3,76.1,67.2
"2 BHK Flat in Horamavu, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-nava-vaibhava-horamavu-bangalore-east-1178-sq-ft-spid-C83934828,Nava Vaibhava,₹95 Lac,2 BHK Flat,2mo ago,"Flat on sale - 2bhk, 1178 sqft, north east facing, 2nd floor, nava vaibhava apartment, horamavu agara - Full furnished - Moduler kitchen with elica chimney - Covered untility with extra sink - 2 balconies protected with full iron grill - Main door with additional iron grill door - Covered with pigeon net - Flying hanger to dry the clothes - Curtains in all the windows and doors - Exhaust fan in...",Horamavu,"Horamavu, Bangalore",https://www.google.com/maps/search/?api=1&query=Nava+Vaibhava+Horamavu+Bangalore,9500000,[2],1178,8065,North,0.535321821036107,7.92868921793963,7,8,8,9.3,0,13,1.00840336134454,43.3,65.9,54.6
"4 Bedroom House in Chikkagubbi, Hennur Road",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-radiance-gardenia-chikkagubbi-bangalore-north-2906-sq-ft-spid-I84156378,Radiance Gardenia,₹3.67 Cr,4 Bedroom House,2mo ago,"Very close to handover (Expected date 1st december) Luxury townhouse close to the upcoming posh locality of hennur. With construction moving ahead of rera schedule and handover expected by end-2025. Built on a plot of 1281sqft and a carpet area of 1706sqft excluding balcony/backyard/terrace and backyard access lane. This property has 2 car parks, with a very large backyard, 3 floors in total wi...",Hennur,"4 Chikkagubbi, Hennur Road",https://www.google.com/maps/search/?api=1&query=Radiance+Gardenia+Chikkagubbi+Hennur+Road+Bangalore,36700000,[4],2906,12629,North,4.70873082960995,5.32894155979163,10,6,8,9.3,4,25,2.01680672268908,66.8,61.9,64.4
"1 BHK Flat in Hosa Road, Bangalore",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-mj-lifestyle-amadeus-hosa-road-bangalore-south-583-sq-ft-spid-A84524250,MJ Lifestyle Amadeus,₹49.9 Lac,1 BHK Flat,1mo ago,"For sale 1 bhk apartment in mj lifestyle amadius, rayasandra, bengaluru A well-Maintained 1 bhk apartment is available for sale in mj lifestyle amadius, rayasandra. Location: Rayasandra, bengaluru Floor: 9th floor Super built-Up area: 583 sq. Ft. Carpet area: 472 sq. Ft. Parking: 1 reserved car parking space in the basement Furnishing: Semi-Furnished Price: 51 lakhs Project highlights & ameniti...",Hosa Road,"Hosa Road, Bangalore",https://www.google.com/maps/search/?api=1&query=MJ+Lifestyle+Amadeus+Hosa+Road+Bangalore,4990000,[1],583,8559,South,0,7.64729672382808,5,6,9.2,8.2,1.5,10,0.756302521008403,40,59.5,49.8
"2 BHK Flat in Sarjapura Attibele Road, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sowparnika-flamenco-sarjapura-attibele-road-bangalore-south-922-sq-ft-r1-spid-Q83999366,Sowparnika Flamenco,₹69 Lac,2 BHK Flat,,"Sowparnika flamenco is a compact residential enclave located off sarjapur road. Spread across 2.8 acres, it features four low-Rise blocks offering 264 vastu-Compliant units with 360 ventilation. Amenities include a clubhouse, swimming pool, gym, children's play area, multipurpose hall, and ev charging. With proximity to major it hubs, schools, and hospitals, it offers a well-Connected and value...",Attibele,"Sarjapura Attibele Road, Bangalore",https://www.google.com/maps/search/?api=1&query=Sowparnika+Flamenco+Sarjapura+Attibele+Road+Bangalore,6900000,[2],922,7484,South,0,8.25963868975908,7,8,9.2,8.2,5.5,5,0.336134453781513,49.7,67.4,58.6
"4 Bedroom House in Bannerghatta Road, Bangalore",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-apna-sapna-pride-valley-view-bannerghatta-road-bangalore-south-4300-sq-ft-spid-T85405850,Apna Sapna Pride Valley View,₹5 Cr,4 Bedroom House,1mo ago,"Step into unmatched elegance with this newly built ultra-Luxurious residence, designed to blend modern sophistication with timeless comfort. Boasting expansive living spaces, high ceilings, and exquisite interiors, this home is crafted to perfection. Every corner reflects premium craftsmanship with state-Of-The-Art fixtures, smart home automation, and designer finishes. From a grand entrance fo...",Bannerghatta,"4 Bannerghatta Road, Bangalore",https://www.google.com/maps/search/?api=1&query=Apna+Sapna+Pride+Valley+View+Bannerghatta+Road+Bangalore,50000000,[4],1200,41667,South,0.588455500543413,0,10,6,9.2,8.2,0,31,2.52100840336134,45.5,41.5,43.5
"2 BHK Flat in Anand nagar, Hebbal",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-anand-nagar-bangalore-north-1287-sq-ft-spid-Y85631882,Bharath regency,₹95 Lac,2 BHK Flat,2w ago,"It is near to all it companies,good society,very near to metro station",Hebbal,"Anand nagar, Hebbal",https://www.google.com/maps/search/?api=1&query=Bharath+regency+Anand+nagar+Hebbal+Bangalore,9500000,[2],1287,7382,North,0.798575051322304,8.31773997396835,7,8,8,9.3,3,20,1.59663865546218,47.6,70.7,59.2
"3 BHK Flat in Bandapura, Old Madras Road",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sattva-east-crest-bandapura-bangalore-east-1527-sq-ft-spid-T82182314,Sattva East Crest,₹1.7 Cr,3 BHK Flat,2mo ago,"This beautiful 3 bhk apartment for sale in sattva east crest on old madras road, bangalore and on national highway. With the age of construction being 3 to 6 years, this ready-To-Move-In property has impressive interiors combining style and comfort. This property is surrounded by all 'a' grade builders like brigade, godrej, prestige etc., opp to decathlon. Orion uptown mall 10 mins away. Proper...",Old Madras Road,"Bandapura, Old Madras Road",https://www.google.com/maps/search/?api=1&query=Sattva+East+Crest+Bandapura+Old+Madras+Road+Bangalore,17000000,[3],1527,11133,East,1.37821519140201,6.18109372819422,9,9,7.5,9.5,0,11,0.840336134453782,48.5,63.5,56
"Residential land / Plot in Gattahalli, Near Sarjapur Road, Bangalore",https://www.99acres.com/residential-land-plot-for-sale-in-adarsh-garden-estate-gattahalli-bangalore-south-280-sq-yard-spid-E82221346,Adarsh Garden Estate,₹2.8 Cr,Residential land / Plot,2w ago,"Own a prime villa plot in adarsh garden estate, one of east bangalores most sought-After gated communities by adarsh developers, located near sarjapur road, gattahalli, 1.5 kms away from upcoming peripheral ring road. This 2,512 sqft (Approx. 40 63 ft) a-Katha plot is ready to build, with all approvals in place and clear title perfect for your dream home or a premium investment. Plot details: S...",Sarjapur,"Residential land / Plot Gattahalli, Near Sarjapur Road, Bangalore",https://www.google.com/maps/search/?api=1&query=Adarsh+Garden+Estate+Gattahalli+Near+Sarjapur+Road+Bangalore,28000000,[],2521,11107,East,3.7788914382321,6.19590385946325,5,5,7.5,9.5,2,120,10,48.9,73.2,61
"4 BHK Flat in Varthur, Bangalore",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-prestige-lavender-fields-varthur-bangalore-east-2676-sq-ft-r2-spid-E80621373,Prestige Lavender Fields,₹3.9 Cr,4 BHK Flat,1mo ago,"1. Building 3 & tower 4 2. All 4 units are symmetrical and only tower with only 4 units per floor 3. North facing standing at entry gate. So, south facing balcony and hence sunlight and air flow would be the best in the layout 4. Also, fully vastu complaint as well 5. Amenities facing balcony. Clubhouse, swimming pool & tennis court would be right below in the view 6. No building in the front. ...",Varthur,"Varthur, Bangalore",https://www.google.com/maps/search/?api=1&query=Prestige+Lavender+Fields+Varthur+Bangalore,39000000,[4],2676,14574,East,4.15324236203357,4.22102981678159,10,6,7.5,9.5,1.5,48,3.94957983193277,60.3,60.2,60.2
"3 BHK Flat in Muneshwara Nagar, Hosur Road",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sri-sai-ashirwad-residency-muneshwara-nagar-bangalore-south-1200-sq-ft-spid-A86159116,Sri Sai Ashirwad Residency,₹95 Lac,3 BHK Flat,2w ago,"Having a flat with spacious rooms is certainly a desirable feature for any home. Good ventilation is a vital aspect, contributing to a healthy and comfortable living environment. The principles of vastu can also bring balance and positive energy to a space. Additionally, having appealing pop work can significantly enhance the aesthetics of the rooms. Such features combine to create a welcoming ...",Hosur Road,"Muneshwara Nagar, Hosur Road",https://www.google.com/maps/search/?api=1&query=Sri+Sai+Ashirwad+Residency+Muneshwara+Nagar+Hosur+Road+Bangalore,9500000,[3],1200,7917,South,0.588455500543413,8.01299304208641,9,9,9.2,8.2,0,14,1.09243697478992,51,63.9,57.4
